location_source_dataset,borough,pub_name,name,address,latitude,longitude,phone_number,email,website,booking_link,image_url,description,food,cocktails,beer_garden,live_sports,live_music,pub_quiz,darts,pool,happy_hour,karaoke,cool,locality,constructed_pub_url,pub_url,borough_url
borough_embedded_map_data_raw,Havering,The Clansman,The Clansman,ky6 3da,56.2036,-3.2046,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/ky6%203da/The%20Clansman,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Clapham North,The Clapham North,"409 Clapham Rd, London SW9 9BT",51.4654,-0.129179,,,https://www.claphamnorthpub.co.uk/,https://www.claphamnorthpub.co.uk/contact-us,https://images.app.goo.gl/zzJ1x3aaikBrJivw9,"Welcome to The Clapham North, the best pub in SW London near Clapham North station! Our vibrant atmosphere is perfect for hanging out with friends, especially on our famous Fridays and Saturdays. Enjoy classic pub grub, the best pint in Clapham, and a fantastic drinks menu including cocktails. We offer live sports, monthly events, quiz nights, and legendary Sunday roasts. Our friendly team is here to ensure you have a great time, whether you're popping in for a drink or a full meal. Come check us out and become part of our pub family!",Yes,Yes,Yes,Yes,,Yes,,,,,Yes,,https://www.pint-prices.com/pub/409%20Clapham%20Rd%2C%20London%20SW9%209BT/The%20Clapham%20North,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Clarence,The Clarence,"148 North End Rd, London W14 9PP",51.4883,-0.204392,,,,,https://lh3.googleusercontent.com/p/AF1QipMPL2fw2L0qb3xh2c8jNO19xHou1q-uNuY1aLeL=s680-w680-h510,"Welcome to The Clarence, located at 148 North End Rd, London W14 9PP. This pub offers a vibrant atmosphere with live music and karaoke nights. Enjoy the outdoor beer garden and have a great time with friends. Whether you're looking for a fun night out or a place to relax, The Clarence has something for everyone.",,,Yes,,Yes,,,,,Yes,,,https://www.pint-prices.com/pub/148%20North%20End%20Rd%2C%20London%20W14%209PP/The%20Clarence,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Clarence,The Clarence,"4 Dover St, Greater, London W1S 4LB",51.5078,-0.141406,,,https://www.nicholsonspubs.co.uk/restaurants/london/theclarencemayfairlondon#/,,https://lh3.googleusercontent.com/p/AF1QipOepg3szL9EQ3961Eh6iRkSlgiSGMi2NCl_KLwY=s680-w680-h510,"Welcome to The Clarence, your local pub in London conveniently located amongst the hustle and bustle of Piccadilly. This unique city centre pub with a rich history offers fine hospitality, a great ale selection, and speciality food. Named after the Duke of Clarence, The Clarence provides a welcoming retreat near The Ritz with views overlooking the area. Enjoy perusing the Beer Library and indulge in some of their famous hand-crafted specialty pies, British pub classics, and perfectly-poured Cask Ales. Whether you're catching up with friends, relaxing with family, or enjoying after-work drinks, The Clarence is the perfect spot to savor the finer things in life in a unique and historic setting.",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/4%20Dover%20St%2C%20Greater%2C%20London%20W1S%204LB/The%20Clarence,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Hackney,The Clarence Tavern,The Clarence Tavern,"102 Stoke Newington Church St, London N16 0LA",51.5623,-0.0789312,,,https://www.clarencetavern.com/,,https://whatpub-new.s3.eu-west-1.amazonaws.com/images/pubs/800x600%402x/NLD-5766-89227-clarence-tavern-stoke-newington.jpg,"Located in the heart of Stoke Newington, London, The Clarence Tavern is a must-visit pub offering delicious food, creative cocktails, and a charming beer garden. Whether you're looking to enjoy a meal, sip on a refreshing drink in the sun, or catch up with friends over drinks, this pub has you covered. With a warm and inviting atmosphere, The Clarence Tavern is the perfect spot to unwind and create lasting memories.",yes,yes,yes,,,,,,,,,,https://www.pint-prices.com/pub/102%20Stoke%20Newington%20Church%20St%2C%20London%20N16%200LA/The%20Clarence%20Tavern,,https://www.pint-prices.com/borough-results/Hackney
borough_embedded_map_data_raw,Havering,The Coach & Horses,The Coach & Horses,"173 Clapham Park Rd, London SW4 7EX, UK",51.4598,-0.131402,020 7498 6308,,https://www.frontierpubs.co.uk/pub/coach-horses/?utm_source=gmb&utm_medium=organic&utm_campaign=home,,https://frontierpubs.co.uk/wp-content/uploads/2022/06/CH-garden.jpg,"Located in London, The Coach & Horses is a vibrant pub offering delicious food, a beer garden, live sports, pub quizzes, and a cool atmosphere. Whether you're looking to enjoy a meal, catch a game, or test your knowledge at a quiz night, this pub has something for everyone. Visit their website for more information and plan your next outing at The Coach & Horses.",yes,,yes,yes,,yes,,,,,yes,,https://www.pint-prices.com/pub/173%20Clapham%20Park%20Rd%2C%20London%20SW4%207EX%2C%20UK/The%20Coach%20%26%20Horses,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,The Coach & Horses,The Coach & Horses,"29 Greek St, London W1D 5DH",51.5133,-0.130129,,,https://www.coachandhorsessoho.pub/,,https://lh3.googleusercontent.com/p/AF1QipOT7uyGdiZ1diMJZGHQrVwAtx8s0LdFVT-Gv5fl=s680-w680-h510,"The Coach & Horses is Soho's most famous pub, voted Evening Standard's number 1 pub to visit in London. This deeply loved London institution with a rich history and a bright future offers a range of features including a beer garden, live music, and outside seating. Whether you're looking to enjoy a drink, explore the gallery, or find your way to this historic pub, The Coach & Horses is the perfect spot for a memorable experience in the heart of London.",yes,,yes,,yes,,,,,,,,https://www.pint-prices.com/pub/29%20Greek%20St%2C%20London%20W1D%205DH/The%20Coach%20%26%20Horses,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Camden,The Coach & Horses,The Coach & Horses,"42 Wellington St, London WC2E 7BD",51.5126,-0.12089,,,no website,,https://media-cdn.tripadvisor.com/media/photo-s/0c/50/38/df/nice-place-for-a-beer.jpg,"Welcome to The Coach & Horses, located at 42 Wellington St, London WC2E 7BD. This pub is known for its delicious food offerings. Whether you're looking for a cozy spot to enjoy a meal or a drink, The Coach & Horses is a great choice in London.",yes,,,,,,,,,,,,https://www.pint-prices.com/pub/42%20Wellington%20St%2C%20London%20WC2E%207BD/The%20Coach%20%26%20Horses,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Camden,The Coach & Horses,The Coach & Horses,WD3 1ER,51.5139,-0.129688,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/WD3%201ER/The%20Coach%20%26%20Horses,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,The Coal Hole,The Coal Hole,"91-92 Strand, London WC2R 0DW",51.5104,-0.121216,,,https://www.nicholsonspubs.co.uk/restaurants/london/thecoalholestrandlondon#/,,https://lh3.googleusercontent.com/p/AF1QipNNTCNJPWmDzjLsqQi3fX_uUexRWcIxuDnjsFuG=s680-w680-h510,"Welcome to The Coal Hole, a unique city centre pub in London with a rich history dating back to 1903. Located at 91-92 Strand, London WC2R 0DW, this Grade II listed pub is part of the Savoy Court, near many of London's favorite theaters. Rumored to be built on the site of the coal cellar for the famous Savoy Hotel, The Coal Hole was once a popular song and supper club during the Victorian era.
 
 Famous faces like Gilbert and Sullivan and Shakespearean actor Edmund Keane have graced the bar of The Coal Hole, adding to its historical charm. With a menu featuring seasonal specialties and mouth-watering pub classics like hand-crafted specialty pies and traditional British dishes, this pub is a must-visit for food enthusiasts.
 
 Quench your thirst with an exquisite selection of perfectly-poured cask ales, including Nicholson's Pale Ale brewed by St Austell Brewery, and explore the Gin Palace offering a variety of gin flavors. Whether you're looking for a cozy spot for a meal or a drink, T",yes,,,,,,,,,,,,https://www.pint-prices.com/pub/91-92%20Strand%2C%20London%20WC2R%200DW/The%20Coal%20Hole,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Coborn,The Coborn,"8 Coborn Rd, Bow, London E3 2DA, UK",51.527,-0.0300232,020 8980 3793,coborn@youngs.co.uk,https://www.thecoborn.co.uk/,,https://www.thecoborn.co.uk/wp-content/uploads/sites/28/2023/05/The-Coborn-Bow-80-1.jpg,"Located between Mile End and Bow, The Coborn is a beloved Young's pub and restaurant in East London. Known for its seasonal menu featuring fresh British plates, including sharing boards, pub classics, and famous Sunday roasts, this pub is a popular gathering spot for locals and visitors alike. The bar offers an impressive selection of beers, cocktails, and wines from around the world. With gorgeously designed rooms and a south-facing beer garden, The Coborn is perfect for catching up with friends, working remotely, or enjoying a family gathering. Don't miss out on their pub quiz nights and the opportunity to watch UEFA Euro 2024™ matches. Whether you're a sports enthusiast or a foodie, The Coborn has something for everyone.",yes,yes,yes,,,yes,,,,,,,https://www.pint-prices.com/pub/8%20Coborn%20Rd%2C%20Bow%2C%20London%20E3%202DA%2C%20UK/The%20Coborn,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Cock Inn,The Cock Inn,AL1 3NF,51.7545,-0.336038,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/AL1%203NF/The%20Cock%20Inn,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,The Cock Tavern,The Cock Tavern,"23 Phoenix Rd, London NW1 1HB",51.5312,-0.131416,,,,,https://lh3.googleusercontent.com/p/AF1QipPpH7K4h-ubtKfcNVkj3Ly9nqOV5jgEzGiNUisO=s680-w680-h510,"Welcome to The Cock Tavern, located at 23 Phoenix Rd, London NW1 1HB. This pub features a beer garden, darts, and pool for your entertainment. Come enjoy a fun and relaxed atmosphere at The Cock Tavern!",,,Yes,,,,Yes,Yes,,,,,https://www.pint-prices.com/pub/23%20Phoenix%20Rd%2C%20London%20NW1%201HB/The%20Cock%20Tavern,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,The Collab: Signature Brew & We Serve Humans,The Collab: Signature Brew & We Serve Humans,"198 Hoe St, London E17 4BF, UK",51.5854,-0.0198011,020 8521 2948,INFO@THECOLLABLONDON.COM,http://www.thecollablondon.com/,,https://lh3.googleusercontent.com/p/AF1QipParTyU83WHw1Xn_wrqpDGKG-uHVz0wy_H3Lj_3=s680-w680-h510,"The Collab: Signature Brew & We Serve Humans is a unique pub located at 198 Hoe St in London. This award-winning pub offers a collaboration between Signature Brew, known for their exceptional craft beer, and We Serve Humans, acclaimed for serving the Best Burger In Britain and Best Buffalo Wings. With a diverse menu featuring delicious food options, including meat-free Mondays and Wing Wednesdays, as well as a range of events such as quizzes and live DJs, The Collab is the perfect spot for a great time. Whether you're looking for a friendly atmosphere, top-notch beer, or mouthwatering food, The Collab has it all. Visit them for a memorable experience filled with fantastic flavors and good vibes.",Yes,,,,yes,Yes,,,,,,,https://www.pint-prices.com/pub/198%20Hoe%20St%2C%20London%20E17%204BF%2C%20UK/The%20Collab%3A%20Signature%20Brew%20%26%20We%20Serve%20Humans,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,The College Arms,The College Arms,18 Store Street,51.5199,-0.1319,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/18%20Store%20Street/The%20College%20Arms,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Camden,The Colonel Fawcett,The Colonel Fawcett,NW1 0SS,51.5418,-0.13599,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/NW1%200SS/The%20Colonel%20Fawcett,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,The Commercial,The Commercial,"212 Railton Rd, London SE24 0JT, UK",51.453,-0.102634,020 7733 8783,,https://www.thecommercialhernehill.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb,,https://www.thecommercialhernehill.co.uk/content/dam/castle/common/core-refresh/home/thecommercialhernehill-homebanner1.jpg.asset/1713432083110.jpg,"Located in London, The Commercial is a vibrant pub offering a variety of amenities to enhance your experience. From delicious food and cocktails to a beer garden and live sports, this pub has something for everyone. Enjoy live music performances and pub quizzes while sipping on your favorite drink. With a welcoming atmosphere and exciting events, The Commercial is the perfect spot to unwind and have a great time with friends and family.",yes,yes,yes,yes,yes,yes,,,,,,,https://www.pint-prices.com/pub/212%20Railton%20Rd%2C%20London%20SE24%200JT%2C%20UK/The%20Commercial,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Commercial Inn,The Commercial Inn,SK13 7SH,53.4449,-1.93931,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/SK13%207SH/The%20Commercial%20Inn,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Commodore,The Commodore ,Bournemouth BH5,50.7201,-1.87991,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Bournemouth%20BH5/The%20Commodore,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,The Constitution,The Constitution,NW1 0QT,51.5403,-0.135426,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/NW1%200QT/The%20Constitution,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,The Cork,The Cork,Ba1 1eb,51.3805,-2.36252,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Ba1%201eb/The%20Cork,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,The Corn Exchange,The Corn Exchange,"Mark Lane, , London, United Kingdom",51.5107,-0.08078,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Mark%20Lane%2C%20%2C%20London%2C%20United%20Kingdom/The%20Corn%20Exchange,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,The Corner Flag,The Corner Flag,"472 Hornsey Rd, London N19 4EF",51.5672,-0.121948,,,,,https://images.app.goo.gl/upPRErhksVAvPFZD7,"Welcome to The Corner Flag, a pub located at 472 Hornsey Rd, London N19 4EF. This pub offers food, darts, pool, and karaoke for a fun and entertaining experience. Whether you're looking to enjoy a meal or participate in some games, The Corner Flag has something for everyone. Join us for a great time at The Corner Flag!",Yes,,,,,,Yes,Yes,,Yes,,,https://www.pint-prices.com/pub/472%20Hornsey%20Rd%2C%20London%20N19%204EF/The%20Corner%20Flag,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Cornish Arms,The Cornish Arms, TR26 2PG,50.2004,-5.47448,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/TR26%202PG/The%20Cornish%20Arms,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Coronation Hall - JD Wetherspoon,The Coronation Hall - JD Wetherspoon,"St Mark's Hill, Surbiton, KT6 4LQ",51.3937,-0.302971,,,,,https://images.app.goo.gl/eWQP5YcfetJgnYob8,"Welcome to The Coronation Hall - JD Wetherspoon! Known affectionately as ""Spoons,"" this pub in Surbiton offers a wide range of food and cocktails. Whether you're looking to catch live sports, enjoy a relaxing meal, or sip on some delicious cocktails, The Coronation Hall has something for everyone. So why not stop by and experience the lively atmosphere for yourself?",Yes,Yes,,Yes,,,,,,,,,https://www.pint-prices.com/pub/St%20Mark%27s%20Hill%2C%20Surbiton%2C%20KT6%204LQ/The%20Coronation%20Hall%20-%20JD%20Wetherspoon,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Coronet,The Coronet,"338-346 Holloway Rd, London N7 6PA",51.5556,-0.115773,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/338-346%20Holloway%20Rd%2C%20London%20N7%206PA/The%20Coronet,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,"The Counting House, EC3","The Counting House, EC3","50 Cornhill, London EC3V 3PD, UK",51.5133,-0.0851358,020 7283 7123,countinghouse.cornhill-events@fullers.co.uk,https://www.the-counting-house.com/?partner=8163&utm_source=googlemybusiness&utm_medium=organic&utm_,https://www.the-counting-house.com/,https://images.app.goo.gl/mmiBt3eiy6yEQeMw8,"The Counting House, EC3 is a beautiful pub and hotel that celebrates 19th Century decadence. Located in the City of London, this opulent establishment offers a seasonal menu with classic British handmade pies at the heart of its delicious dining offer. With live sports and music events, The Counting House is the perfect place to eat, drink, and stay in London.",Yes,Yes,,Yes,Yes,,,,,,Yes,,https://www.pint-prices.com/pub/50%20Cornhill%2C%20London%20EC3V%203PD%2C%20UK/The%20Counting%20House%2C%20EC3,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Camden,The Court,The Court,W1T 5AA,51.5125,-0.138939,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/W1T%205AA/The%20Court,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,Havering,The Courtfield,The Courtfield,"187 Earls Court Rd, London SW5 9AN",51.4922,-0.192558,,,https://www.greeneking.co.uk/pubs/greater-london/courtfield,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/9e87da11388f473f8eff12795913cc06?v=b69de3c2,"Located in the heart of Earl's Court, The Courtfield is a traditional 19th-century pub with an ornate interior and a charming beer garden. This family-friendly establishment serves real ales and classic pub food, making it the perfect spot for a casual meal or drinks with friends. With top-notch amenities including disabled facilities, a dog-friendly policy, and live sports and music events, The Courtfield offers a welcoming and lively atmosphere for all visitors. Whether you're looking to watch the latest sports game, enjoy a relaxing afternoon in the beer garden, or indulge in some pub classics, The Courtfield has something for everyone. Join them for a memorable experience in the heart of London.",yes,,yes,yes,yes,,,,,,,,https://www.pint-prices.com/pub/187%20Earls%20Court%20Rd%2C%20London%20SW5%209AN/The%20Courtfield,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Cow,The Cow,"89 Westbourne Park Rd, London W2 5QH",51.5192,-0.19538,,,https://thecowlondon.com/,,https://assets.londonist.com/uploads/2013/11/i875/cow1.jpg,"Welcome to The Cow Saloon Bar & Dining Rooms! Located at 89 Westbourne Park Road in London, The Cow is a vibrant venue known for its friendliness and cheer. Indulge in prime pub fare with Northern European influences, specializing in meats, seafood, and oysters. From hearty classics like Fish Stew and Bangers & Mash with Onion Gravy to the famous Deluxe Seafood Platter, there's something for everyone. Whether you're craving a Pint of Prawns or a light Crab Tagliolini, The Cow has you covered. Join us for a delightful dining experience in our Saloon Bar or Dining Room, where you can enjoy our Á La Carte menus. Don't miss out on this essential destination for Guinness & Oysters!",yes,,yes,,yes,,,,,,,,https://www.pint-prices.com/pub/89%20Westbourne%20Park%20Rd%2C%20London%20W2%205QH/The%20Cow,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Craft Beer Co. Limehouse,The Craft Beer Co. Limehouse,"576 Commercial Rd, London E14 7JD",51.5126,-0.0401249,,,https://www.thecraftbeerco.com/limehouse,https://book.thecraftbeerco.com/?pub=limehouse,https://images.app.goo.gl/SXv8whwP3QTyqdt1A,"Welcome to The Craft Beer Co. Limehouse! Located at 576 Commercial Rd, London E14 7JD, this pub offers a great selection of craft beers and delicious food. With live music, pub quizzes, and a welcoming atmosphere, it's the perfect spot to unwind with friends. Make sure to check out their website for more information and to make a reservation. Cheers to a great time at The Craft Beer Co. Limehouse!",Yes,,,,Yes,Yes,,,,,,,https://www.pint-prices.com/pub/576%20Commercial%20Rd%2C%20London%20E14%207JD/The%20Craft%20Beer%20Co.%20Limehouse,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Crafty Fox,The Crafty Fox,IP1 1BX,51.4121,0.512163,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/IP1%201BX/The%20Crafty%20Fox,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Cromwell,The Cromwell,NN7 8AG,51.9128,-0.207838,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/NN7%208AG/The%20Cromwell,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Hammersmith and Fulham,The Cross Keys,The Cross Keys,"57 Black Lion Ln, London W6 9BG, UK",51.4918,-0.242724,020 8563 7032,,http://www.crosskeyshammersmith.co.uk/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=g,thecrosskeysw6@gmail.com,https://images.app.goo.gl/fX5WQ8Nz1PDFroYr6,"Located in the back streets of London's W6, The Cross Keys is a quintessentially British local pub offering proper food, exceptional ale, and great value. With features like a roaring fire, darts board, and board games, this hidden gem is the perfect spot to enjoy a pint and some witty banter. Whether you're looking for a relaxing drink or a lively pub quiz night, The Cross Keys has all the right ingredients for a memorable pub experience.",Yes,,Yes,Yes,,Yes,Yes,,Yes,,,,https://www.pint-prices.com/pub/57%20Black%20Lion%20Ln%2C%20London%20W6%209BG%2C%20UK/The%20Cross%20Keys,,https://www.pint-prices.com/borough-results/Hammersmith%20and%20Fulham
borough_embedded_map_data_raw,Havering,The Cross Keys,The Cross Keys,AB42 1TH,57.5058,-1.77898,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/AB42%201TH/The%20Cross%20Keys,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The cross keys,The cross keys,Lydford,51.0747,-2.6198,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/Lydford/The%20cross%20keys,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,City of London,The Crosse Keys,The Crosse Keys,"9 Gracechurch Street, , City of London, England",51.5127,-0.084657,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/9%20Gracechurch%20Street%2C%20%2C%20City%20of%20London%2C%20England/The%20Crosse%20Keys,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,The Crown,The Crown,"15-19 High St, Caernarfon LL55 1RH",53.1408,-4.2761,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/15-19%20High%20St%2C%20Caernarfon%20LL55%201RH/The%20Crown,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Crown,The Crown,"153 Dovehouse St, London SW3 6LB",51.4902,-0.173377,,,no website,,https://lh3.googleusercontent.com/p/AF1QipNPwXapF_rmqA1HXgpftj4hwlOxm546ot9ug96x=s680-w680-h510,"Welcome to The Crown, a charming pub located at 153 Dovehouse St, London SW3 6LB. This pub offers delicious food, a cozy beer garden, and even karaoke for those looking to showcase their singing skills. Whether you're looking to enjoy a meal, relax in the beer garden, or sing your heart out, The Crown has something for everyone.",yes,,yes,,,,,,,yes,,,https://www.pint-prices.com/pub/153%20Dovehouse%20St%2C%20London%20SW3%206LB/The%20Crown,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Hackney,The Crown,The Crown,"223 Grove Rd., London E3 5SN",51.533,-0.0417301,,,https://www.thecrownbow.co.uk/,https://www.thecrownbow.co.uk/contact-us/,https://images.app.goo.gl/cpJ2ZdZeVkNrzMEE8,"Located at 223 Grove Rd., London E3 5SN, The Crown is a pub that offers food, cocktails, a beer garden, and live sports. Whether you're looking to enjoy a delicious meal, sip on a refreshing cocktail, or catch the latest game with friends, The Crown has you covered. Visit their website for more information and to make a booking: https://www.thecrownbow.co.uk/",Yes,Yes,Yes,Yes,,,,,,,,,https://www.pint-prices.com/pub/223%20Grove%20Rd.%2C%20London%20E3%205SN/The%20Crown,,https://www.pint-prices.com/borough-results/Hackney
borough_embedded_map_data_raw,Havering,The Crown,The Crown,"667 Commercial Rd, London E14 7LW",51.5128,-0.0376533,,,,,https://media-cdn.tripadvisor.com/media/photo-s/05/9e/f8/db/getlstd-property-photo.jpg,"Welcome to The Crown, located at 667 Commercial Rd, London E14 7LW. This pub offers food and is recommended by London Pub Map Guy. Whether you're looking for a place to grab a bite to eat or enjoy a casual drink, The Crown is a great choice in London.",Yes,,,,,,,,,,,,https://www.pint-prices.com/pub/667%20Commercial%20Rd%2C%20London%20E14%207LW/The%20Crown,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Crown,The Crown,"86 Highgate High St, London N6 5HX",51.5711,-0.148768,,,https://thecrownhighgate.co.uk/,,https://thecrownhighgate.co.uk/wp-content/uploads/sites/4/2024/03/ABG05783-Enhanced-NR-2048x1365.webp,"Located in the heart of Highgate, The Crown is a charming independent pub offering a great selection of drinks and entertainment. With Highgate's loveliest beer garden, complete with covered and heated areas, it's the perfect spot for alfresco drinking year-round. Enjoy live music from local artists throughout the week and don't miss out on their weekly quiz night. Whether you're looking for a relaxing afternoon in the garden or a lively evening with live music, The Crown has something for everyone.",,,yes,,yes,,,,,,,,https://www.pint-prices.com/pub/86%20Highgate%20High%20St%2C%20London%20N6%205HX/The%20Crown,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Crown,The Crown,CV37 7ZY ,51.4512,-0.318682,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/CV37%207ZY/The%20Crown,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Havering,The Crown & Anchor,The Crown & Anchor,"374 Chiswick High Rd., Chiswick, London W4 5TA",51.4927,-0.263716,,,https://www.crownandanchorchiswick.co.uk/#/,,https://lh3.googleusercontent.com/p/AF1QipOba-fwy0zZY7EZo2gs-Fqpk77oySzflKIrDmYi=s680-w680-h510,"Located in Chiswick, London, The Crown & Anchor is a vibrant pub offering delicious food, a beer garden, live music, and pub quizzes. Whether you're looking to enjoy a meal, catch some live entertainment, or test your knowledge, this pub has something for everyone. Visit their website for more information and plan your next visit to The Crown & Anchor.",yes,,yes,,yes,yes,,,,,,,https://www.pint-prices.com/pub/374%20Chiswick%20High%20Rd.%2C%20Chiswick%2C%20London%20W4%205TA/The%20Crown%20%26%20Anchor,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Hammersmith and Fulham,The Crown & Sceptre,The Crown & Sceptre,"57 Melina Road, W12 9HY",51.5034,-0.23643,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/57%20Melina%20Road%2C%20W12%209HY/The%20Crown%20%26%20Sceptre,,https://www.pint-prices.com/borough-results/Hammersmith%20and%20Fulham
borough_embedded_map_data_raw,Camden,The Crown & Two Chairmen,The Crown & Two Chairmen,"31-32 Dean St, London W1D 3SB",51.5139,-0.132474,,,https://www.thecrownandtwochairmenw1.co.uk/#/,,https://londonwiki.co.uk/LondonPubs/Soho/CrownChairmen.jpg,"Located in the heart of London at 31-32 Dean St, The Crown & Two Chairmen is a lively pub offering delicious food, live music, and pub quizzes. Whether you're looking for a cozy spot to enjoy a meal or a fun night out with friends, this pub has something for everyone. Visit their website at [The Crown & Two Chairmen](https://www.thecrownandtwochairmenw1.co.uk/#/) to learn more about what they have to offer.",yes,,,,yes,yes,,,,,,,https://www.pint-prices.com/pub/31-32%20Dean%20St%2C%20London%20W1D%203SB/The%20Crown%20%26%20Two%20Chairmen,,https://www.pint-prices.com/borough-results/Camden
borough_embedded_map_data_raw,City of London,The Crown and Cushion,The Crown and Cushion,"133-135 Westminster Bridge Rd, London SE1 7HR",51.4995,-0.113964,,,https://www.thecrownandcushion-london.foodanddrinksites.co.uk/,,https://lh3.googleusercontent.com/p/AF1QipP9XZAFzhsYQjd3ZnDhYzIerI5Po70-hZU7BnkZ=s680-w680-h510,,Yes,,Yes,Yes,,,,,,,,,https://www.pint-prices.com/pub/133-135%20Westminster%20Bridge%20Rd%2C%20London%20SE1%207HR/The%20Crown%20and%20Cushion,,https://www.pint-prices.com/borough-results/City%20of%20London
borough_embedded_map_data_raw,Havering,The Crown Inn,The Crown Inn,CT15 4BG,51.1954,1.26799,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/CT15%204BG/The%20Crown%20Inn,,https://www.pint-prices.com/borough-results/Havering
borough_embedded_map_data_raw,Camden,The Crown Tavern,The Crown Tavern,EC1R 0EG,51.5232,-0.105238,,,,,,,,,,,,,,,,,,,https://www.pint-prices.com/pub/EC1R%200EG/The%20Crown%20Tavern,,https://www.pint-prices.com/borough-results/Camden
